
MaLopHoc~MaLophocQuyUoc~MaNganh~MaNganhQuyUoc~TenLopHoc~MaKhoaHoc~MaKhoaHocQuyUoc~MaBacDaoTao~MaChuyenNganh~MaLoaiDaoTao~MaKhoa~NgayNhapHoc~NgayRaTruong~OK~ThuTien~MaQuyChe~HocPhiTi
nChi~NhomLopHocPhan~MaQuyUoc~NamHocBD~PhongChinh~GVCN~MaBuoiHoc
--------~--------------~-------~-------------~---------~---------~---------------~-----------~-------------~------------~------~-----------~------------~--~-------~--------~--------
----~--------------~--------~--------~----------~----~---------
13CBE1~CB1-C06~50810204~CB~CB1-C06~CĐN_K6~C06~CĐN~50810204~CQ~K_QTNH~2013-09-06 00:00:00~2016-11-20 00:00:00~1~1~QC14~0~1~CB1-C06~NULL~NULL~NULL~NULL
14CKT0~KT-C07~50340301~KT~KT-C07~CĐN_K7~C07~CĐN~50340301~CQ~K_KTCB~2014-10-01 00:00:00~2017-10-01 00:00:00~1~0~QC14~0~1~KT-C07~NULL~NULL~NULL~NULL
14CLT0~LT-C07~50810201~LT~LT-C07~CĐN_K7~C07~CĐN~50810201~CQ~K_QTKS~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~1~LT-C07~NULL~NULL~NULL~NULL
14CQKS1~KS1-C07~50810207~KS~KS1-C07~CĐN_K7~C07~CĐN~50810207~CQ~K_QTKS~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~1~KS1-C07~NULL~NULL~NULL~NULL
14CQKS2~KS2-C07~50810207~KS~KS2-C07~CĐN_K7~C07~CĐN~50810207~CQ~K_QTKS~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~2~KS2-C07~NULL~NULL~NULL~NULL
14CQKS3~KS3-C07~50810207~KS~KS3-C07~CĐN_K7~C07~CĐN~50810207~CQ~K_QTKS~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~3~KS3-C07~NULL~NULL~NULL~NULL
14CQKS4~KS4-C07~50810207~KS~KS4-C07~CĐN_K7~C07~CĐN~50810207~CQ~K_QTKS~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~4~KS4-C07~NULL~NULL~NULL~NULL
14CQN1~NH1-C07~50810203~NH~NH2-C07~CĐN_K7~C07~CĐN~50810203~CQ~K_QTNH~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~1~NH1-C07~NULL~NULL~NULL~NULL
14CQN2~NH2-C07~50810203~NH~NH2-C07~CĐN_K7~C07~CĐN~50810203~CQ~K_QTNH~2014-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC14~0~2~NH2-C07~NULL~NULL~NULL~NULL
14TBE1~CB1-T41~42810203~CB~CB1-T41~TCCN_K41~T41~TCCN~42810203~CQ~K_QTNH~2014-10-01 00:00:00~2016-10-01 00:00:00~0~0~QC40~0~1~CB1-T41~NULL~NULL~NULL~NULL
14TBE2~CB2-T41~42810203~CB~CB2-T41~TCCN_K41~T41~TCCN~42810203~CQ~K_QTNH~2014-10-01 00:00:00~2016-10-01 00:00:00~0~0~QC40~0~2~CB2-T41~NULL~NULL~NULL~NULL
14TLT0~LT-T41~42810201~LT~LT-T41~TCCN_K41~T41~TCCN~42810201~CQ~K_QTKS~2014-10-01 00:00:00~2016-10-01 00:00:00~1~0~QC40~0~1~LT-T41~NULL~NULL~NULL~NULL
14TTA0~TA-T41~42220201~TA~TA-T41~TCCN_K41~T41~TCCN~42220201~CQ~K_NN~2014-10-01 00:00:00~2016-10-01 00:00:00~1~0~QC40~0~1~TA-T41~NULL~NULL~NULL~NULL
15CBE1~CB1-C08~50810204~CB~CB1-C08~CĐN_K8~C08~CĐN~50810204~CQ~K_QTNH~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~CB1-C08~NULL~NULL~NULL~NULL
15CBE2~CB2-C08~50810204~CB~CB2-C08~CĐN_K8~C08~CĐN~50810204~CQ~K_QTNH~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~2~CB2-C08~NULL~NULL~NULL~NULL
15CDH0~HD-C08~50510102~HD~HD-C08~CĐN_K8~C08~CĐN~50510102~CQ~K_DL~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~HD-C08~NULL~NULL~NULL~NULL
15CKT0~KT-C08~50340301~KT~KT-C08~CĐN_K8~C08~CĐN~50340301~CQ~K_KTCB~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~KT-C08~NULL~NULL~NULL~NULL
15CLT0~LT-C08~50810201~LT~LT-C08~CĐN_K8~C08~CĐN~50810201~CQ~K_QTKS~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~LT-C08~NULL~NULL~NULL~NULL
15CQK1~KS1-C08~50810207~KS~KS1-C08~CĐN_K8~C08~CĐN~50810207~CQ~K_QTKS~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~KS1-C08~NULL~NULL~NULL~NULL
15CQK2~KS2-C08~50810207~KS~KS2-C08~CĐN_K8~C08~CĐN~50810207~CQ~K_QTKS~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~2~KS2-C08~NULL~NULL~NULL~NULL
15CQK3~KS3-C08~50810207~KS~KS3-C08~CĐN_K8~C08~CĐN~50810207~CQ~K_QTKS~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~3~KS3-C08~NULL~NULL~NULL~NULL
15CQN0~NH-C08~50810203~NH~NH-C08~CĐN_K8~C08~CĐN~50810203~CQ~K_QTNH~2015-10-01 00:00:00~2018-10-01 00:00:00~0~0~QC14~0~1~NH-C08~NULL~NULL~NULL~NULL
15TBE0~CB-T42~42810203~CB~CB-T42~TCCN_K42~T42~TCCN_QC22~42810203~CQ~K_QTNH~2015-10-01 00:00:00~2017-10-01 00:00:00~0~0~QC22~0~1~CB-T42~NULL~NULL~NULL~NULL
15TLT0~LT-T42~42810201~LT~LT-T42~TCCN_K42~T42~TCCN_QC22~42810201~CQ~K_QTKS~2015-10-01 00:00:00~2017-10-02 00:00:00~0~0~QC22~0~1~LT-T42~NULL~NULL~NULL~NULL
15TTA0~TA-T42~42220201~TA~TA-T42~TCCN_K42~T42~TCCN_QC22~42220201~CQ~K_NN~2015-10-01 00:00:00~2017-10-02 00:00:00~0~0~QC22~0~1~TA-T42~NULL~NULL~NULL~NULL
16CBE0~CB-C09~50810204~CB~CB-C09~CĐN_K9~C09~CĐN~50810204~CQ~K_QTNH~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~1~CB-C09~NULL~NULL~NULL~NULL
16CDH_QT~HD-C09QT~50510102~HD~HD-C09QT~CĐN- HỆ QUỐC TẾ-K9~C09QT~CĐN- HỆ QUỐC TẾ~50510102~CQ~K_DL~2016-10-10 00:00:00~2019-12-30 00:00:00~1~1~QC14~0~1~HD-C09QT~NULL~NULL~NULL~NULL
16CKT0~KT-C09~50340301~KT~KT-C09~CĐN_K9~C09~CĐN~50340301~CQ~K_KTCB~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~1~KT-C09~NULL~NULL~NULL~NULL
16CLT0~LT-C09~50810201~LT~LT-C09~CĐN_K9~C09~CĐN~50810201~CQ~K_QTKS~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~1~LT-C09~NULL~NULL~NULL~NULL
16CQK1~KS1-C09~50810207~KS~KS1-C09~CĐN_K9~C09~CĐN~50810207~CQ~K_QTKS~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~1~KS1-C09~NULL~NULL~NULL~NULL
16CQK2~KS2-C09~50810207~KS~KS2-C09~CĐN_K9~C09~CĐN~50810207~CQ~K_QTKS~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~2~KS2-C09~NULL~NULL~NULL~NULL
16CQK3~KS3-C09~50810207~KS~KS3-C09~CĐN_K9~C09~CĐN~50810207~CQ~K_QTKS~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~3~KS3-C09~NULL~NULL~NULL~NULL
16CQN_QT~NH-C09QT~50810203~NH~NH-C09QT~CĐN- HỆ QUỐC TẾ-K9~C09QT~CĐN- HỆ QUỐC TẾ~50810203~CQ~K_QTNH~2016-10-10 00:00:00~2019-11-30 00:00:00~1~1~QC14~0~1~NH-C09QT~NULL~NULL~NULL~NULL
16CQN0~NH-C09~50810203~NH~NH-C09~CĐN_K9~C09~CĐN~50810203~CQ~K_QTNH~2016-09-06 00:00:00~2019-09-06 00:00:00~1~1~QC14~0~1~NH-C09~NULL~NULL~NULL~NULL
16TBE0~CB-T43~42810203~CB~CB-T43~TCCN_K43~T43~TCCN_QC22~42810203~CQ~K_QTNH~2016-09-06 00:00:00~2018-09-06 00:00:00~1~1~QC22~0~1~CB-T43~NULL~NULL~NULL~NULL
16TLT0~LT-T43~42810201~LT~LT-T43~TCCN_K43~T43~TCCN_QC22~42810201~CQ~K_QTKS~2016-09-06 00:00:00~2018-09-06 00:00:00~1~1~QC22~0~1~LT-T43~NULL~NULL~NULL~NULL
16TNBE0~CB-T43N~40810204~CB~CB-T43N~TCN_K43~T43~TCN~40810204~CQ~K_QTNH~2016-12-15 00:00:00~2018-12-15 00:00:00~1~1~QC14~0~1~CB-T43N~NULL~NULL~NULL~NULL
16TTA0~TA-T43~42220201~TA~TA-T43~TCCN_K43~T43~TCCN_QC22~42220201~CQ~K_NN~2016-09-06 00:00:00~2018-09-06 00:00:00~1~1~QC22~0~1~TA-T43~NULL~NULL~NULL~NULL
17CBE1~CB1-C10~50810204~CB~CB1-C10~CĐN_K10~C10~CĐ~50810204~CQ~K_QTNH~2017-09-29 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~2~CB1-C10~NULL~NULL~NULL~NULL
17CBE2~CB2-C10~50810204~CB~CB2-C10~CĐN_K10~C10~CĐ~50810204~CQ~K_QTNH~2017-09-28 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~3~CB2-C10~NULL~NULL~NULL~NULL
17CHD1~HD-C10~50510102~HD~HD-C10~CĐN_K10~C10~CĐ~50510102~CQ~K_DL~2017-09-29 00:00:00~2019-10-01 00:00:00~1~1~QC09~0~1~HD-C10~NULL~NULL~NULL~NULL
17CKT1~KT-C10~50340301~KT~KT-C10~CĐN_K10~C10~CĐ~50340301~CQ~K_KTCB~2017-09-29 00:00:00~2019-10-01 00:00:00~0~0~QC09~0~1~KT-C10~NULL~NULL~NULL~NULL
17CLT1~LT-C10~50810201~LT~LT-C10~CĐN_K10~C10~CĐ~50810201~CQ~K_QTKS~2017-09-29 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~1~LT-C10~NULL~NULL~NULL~NULL
17CQK1~KS1-C10~50810207~KS~KS1-C10~CĐN_K10~C10~CĐ~50810207~CQ~K_QTKS~2017-09-29 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~1~KS1-C10~NULL~NULL~NULL~NULL
17CQK2~KS2-C10~50810207~KS~KS2-C10~CĐN_K10~C10~CĐ~50810207~CQ~K_QTKS~2017-09-29 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~2~KS2-C10~NULL~NULL~NULL~NULL
17CQK3~KS3-C10~50810207~KS~KS3-C10~CĐN_K10~C10~CĐ~50810207~CQ~K_QTKS~2017-09-29 00:00:00~2019-10-01 00:00:00~0~0~QC09~0~3~KS3-C10~NULL~NULL~NULL~NULL
17CQN1~NH-C10~50810203~NH~NH-C10~CĐN_K10~C10~CĐ~50810203~CQ~K_QTNH~2017-09-29 00:00:00~2019-10-01 00:00:00~0~1~QC09~0~1~NH-C10~NULL~NULL~NULL~NULL
17TBE1~CB-T44~42810203~CB~CB-T44~TC_K44~T44~TC~42810203~CQ~K_QTNH~2017-09-29 00:00:00~2019-01-02 00:00:00~1~1~QC09~0~1~CB-T44~NULL~NULL~NULL~NULL
17THD2PQ~HD-T44PQ~50510102~HD~HD-T44PQ~TC_K44~T44~TC~50510102~CQ~K_DL~2017-09-26 00:00:00~2019-03-25 00:00:00~1~1~QC09~0~1~HD-T44PQ~NULL~NULL~NULL~NULL
17TLT2PQ~LT-T44PQ~42810201~LT~LT-T44PQ~TC_K44~T44~TC~42810201~CQ~K_QTKS~2017-09-26 00:00:00~2019-03-26 00:00:00~1~1~QC09~0~3~LT-T44PQ~NULL~NULL~NULL~NULL
17TNH1XM~NH-T44XM~5810205~NH~NH-T44XM~TC_K44~T44~TC~5810205~CQ~K_QTNH~2017-12-29 00:00:00~2019-05-29 00:00:00~1~1~QC09~0~3~NH-T44XM~NULL~NULL~NULL~NULL
17TNH2PQ~NH-T44PQ~5810205~NH~NH-T44PQ~TC_K44~T44~TC~5810205~CQ~K_QTNH~2017-09-26 00:00:00~2019-03-25 00:00:00~1~1~QC09~0~2~NH-T44PQ~NULL~NULL~NULL~NULL
BE1-C11~CB1-C11~6810207~CB~Kỹ thuật chế biến món ăn 1 - C11~C11~C11~CĐ~6810207~CQ~K_QTNH~2018-09-10 00:00:00~2020-10-01 00:00:00~1~1~QC09~0~2~CB1-C11~NULL~NULL~NULL~NULL
BE1-T45~CB-T45~5810207~CB~CB-T45~T45~T45~TC~5810207~CQ~K_QTNH~2018-10-01 00:00:00~2019-12-31 00:00:00~1~1~QC09~0~2~CB-T45~NULL~NULL~NULL~NULL
BE2-C11~CB2-C11~6810207~CB~Kỹ thuật chế biến món ăn 2 - C11~C11~C11~CĐ~6810207~CQ~K_QTNH~2018-10-01 00:00:00~2020-10-01 00:00:00~1~1~QC09~0~3~CB2-C11~NULL~NULL~NULL~NULL
BU0-T47~BU0-T47~5810204~BU~Nghiệp vụ lưu trú 0-T47~T47~T47~TC~5810204~CQ~K_QTKS~2020-07-08 00:00:00~2020-07-08 00:00:00~0~0~QC09~0~0~BU0-T47~NULL~NULL~NULL~NULL
BU-T45PQ~BU-T45PQ~5810204~BU~BU-T45PQ~T45~T45~TC~5810204~CQ~K_QTKS~2018-10-01 00:00:00~2019-12-31 00:00:00~1~1~QC09~0~2~BU-T45PQ~NULL~NULL~NULL~NULL
CB0-C12~CB0-C12~6810207~CB~CB0-C12~C12~C12~CĐ~6810207~CQ~K_QTNH~2019-09-18 00:00:00~2021-09-18 00:00:00~1~1~QC09~0~1~CB0-C12~NULL~NULL~NULL~NULL
CB0-C13~CB0-C13~6810207~CB~CB0-C13~C13~C13~CĐ~6810207~CQ~K_QTNH~2020-10-01 00:00:00~2020-10-01 00:00:00~0~0~QC09~0~1~CB0-C13~NULL~NULL~NULL~NULL
CB0-C14~CB0-C14~6810207~CB~CB0-C14~C14~C14~CĐ~6810207~CQ~K_QTNH~2021-08-30 00:00:00~2023-08-30 00:00:00~1~1~QC09~0~1~CB0-C14~NULL~NULL~NULL~NULL
CB0-C15~CB0-C15~6810207~CB~Kỹ thuật chế biến món ăn - C15~C15~C15~CĐ~6810207~CQ~K_QTNH~2022-10-03 00:00:00~2025-07-03 00:00:00~0~1~QC09~0~0~CB0-C15~NULL~NULL~NULL~NULL
CB0-T46~CB0-T46~5810207~CB~CB0-T46~T46~T46~TC~5810207~CQ~K_QTNH~2019-09-18 00:00:00~2021-01-18 00:00:00~1~1~QC09~0~1~CB0-T46~NULL~NULL~NULL~NULL
CB0-T46PQ~CB0-T46PQ~5810207~CB~CB0-T46PQ~T46PQ~T46PQ~TC~5810207~CQ~K_QTNH~2019-08-26 00:00:00~2020-12-30 00:00:00~1~1~QC09~0~0~CB0-T46PQ~NULL~NULL~NULL~NULL
CB0-T47~CB0-T47~5810207~CB~CB0-T47~T47~T47~TC~5810207~CQ~K_QTNH~2020-10-01 00:00:00~2021-10-01 00:00:00~0~0~QC09~0~1~CB0-T47~NULL~NULL~NULL~NULL
CB0-T48~CB0-T48~5810207~CB~CB0-T48~T48~T48~TC~5810207~CQ~K_QTNH~2021-08-30 00:00:00~2023-08-30 00:00:00~1~1~QC09~0~1~CB0-T48~NULL~NULL~NULL~NULL
CB0-T49~CB0-T49~5810207~CB~Trung cấp chế biến món ăn - T49~T49~T49~TC~5810207~CQ~K_QTNH~2022-10-03 00:00:00~2024-04-03 00:00:00~0~1~QC09~0~0~CB0-T49~NULL~NULL~NULL~NULL
CB1-C12~CB1-C12~6810207~CB~Kỹ thuật chế biến món ăn 1 - C12~C12~C12~CĐ~6810207~CQ~K_QTNH~2019-08-28 00:00:00~2021-12-19 00:00:00~1~1~QC09~0~2~CB1-C12~NULL~NULL~NULL~NULL
CB1-C13~CB1-C13~6810207~CB~Kỹ thuật chế biến món ăn 1 - C13~C13~C13~CĐ~6810207~CQ~K_QTNH~2020-10-28 00:00:00~2022-12-19 00:00:00~1~1~QC09~0~2~CB1-C13~NULL~NULL~NULL~NULL
CB2-C12~CB2-C12~6810207~CB~Kỹ thuật chế biến món ăn 2 - C12~C12~C12~CĐ~6810207~CQ~K_QTNH~2019-09-30 00:00:00~2021-12-19 00:00:00~1~1~QC09~0~3~CB2-C12~NULL~NULL~NULL~NULL
CB2-C13~CB2-C13~6810207~CB~Kỹ thuật chế biến món ăn 2-C13~C13~C13~CĐ~6810207~CQ~K_QTNH~2020-10-28 00:00:00~2022-12-19 00:00:00~1~1~QC09~0~3~CB2-C13~NULL~NULL~NULL~NULL
CB-C12QT~CB-C12QT~6810207~CB~Kỹ thuật chế biến món ăn - C12 Quốc tế~C12QT~C12QT~CĐQT~6810207~CQ~K_QTNH~2019-11-15 00:00:00~2022-11-15 00:00:00~1~1~QC09~0~1~CB-C12QT~NULL~NULL~NULL~N
ULL
CB-C14~CB-C14~6810207~CB~Kỹ thuật chế biến món ăn - C14~C14~C14~CĐ~6810207~CQ~K_QTNH~2021-10-18 00:00:00~2023-12-18 00:00:00~1~1~QC09~0~1~CB-C14~NULL~NULL~NULL~NULL
CB-C15~CB-C15~6810207~CB~Kỹ thuật chế biến món ăn - C15~C15~C15~CĐ~6810207~CQ~K_QTNH~2022-10-03 00:00:00~2025-07-03 00:00:00~0~1~QC09~0~0~CB-C15~NULL~NULL~NULL~NULL
CB-T45PQ~CB-T45PQ~5810207~CB~CB-T45PQ~T45~T45~TC~5810207~CQ~K_QTNH~2018-10-01 00:00:00~2019-12-31 00:00:00~1~1~QC09~0~3~CB-T45PQ~NULL~NULL~NULL~NULL
CB-T46~CB-T46~5810207~CB~Kỹ thuật chế biến món ăn - T46~T46~T46~TC~5810207~CQ~K_QTNH~2019-09-18 00:00:00~2020-09-30 00:00:00~1~1~QC09~0~2~CB-T46~NULL~NULL~NULL~NULL
CB-T46PQ~CB-T46PQ~5810207~CB~Kỹ thuật chế biến món ăn - T46 Phú Quốc~T46PQ~T46PQ~TC~5810207~CQ~K_QTNH~2019-08-26 00:00:00~2020-12-31 00:00:00~1~1~QC09~0~1~CB-T46PQ~NULL~NULL~NULL~NU
LL
CB-T47~CB-T47~5810207~CB~Kỹ thuật chế biến món ăn - T47~T47~T47~TC~5810207~CQ~K_QTNH~2020-10-28 00:00:00~2022-12-19 00:00:00~1~1~QC09~0~2~CB-T47~NULL~NULL~NULL~NULL
CB-T49~CB-T49~5810207~CB~Trung cấp kỹ thuật chế biến món ăn - T49~T49~T49~TC~5810207~CQ~K_QTNH~2022-10-03 00:00:00~2024-04-03 00:00:00~0~1~QC09~0~0~CB-T49~NULL~NULL~NULL~NULL
CĐ_QTKS_2_K2~KS-C02~50810207~KS~CĐ QTKS 2 K2~CĐN_K2~C02~CĐN~50810207~CQ~K_QTKS~2009-09-02 00:00:00~2012-11-13 00:00:00~1~1~QC14~0~2~KS-C02~NULL~NULL~NULL~NULL
HD0-C12~HD0-C12~6810103~HD~HD0-C12~C12~C12~CĐ~6810103~CQ~K_DL~2019-09-18 00:00:00~2021-09-18 00:00:00~1~1~QC09~0~1~HD0-C12~NULL~NULL~NULL~NULL
HD0-C13~HD0-C13~6810103~HD~HD0-C13~C13~C13~CĐ~6810103~CQ~K_DL~NULL~NULL~1~0~QC09~0~1~HD0-C13~NULL~NULL~NULL~NULL
HD0-C14~HD0-C14~6810103~HD~HD0-C14~C14~C14~CĐ~6810103~CQ~K_DL~2021-08-30 00:00:00~2023-08-30 00:00:00~1~1~QC09~0~1~HD0-C14~NULL~NULL~NULL~NULL
HD0-C15~HD0-C15~6810103~HD~Hướng dẫn du lịch - C15~C15~C15~CĐ~6810103~CQ~K_DL~2022-10-03 00:00:00~2025-03-03 00:00:00~0~1~QC09~0~0~HD0-C15~NULL~NULL~NULL~NULL
HD0-T47~HD0-T47~5810103~HD~Hướng dẫn du lịch 0-T47~T47~T47~TC~5810103~CQ~K_DL~2020-10-01 00:00:00~2021-10-01 00:00:00~0~0~QC09~0~0~HD0-T47~NULL~NULL~NULL~NULL
HD1-C11~HD-C11~6810103~HD~Hướng dẫn Du lịch - C11~C11~C11~CĐ~6810103~CQ~K_DL~2018-10-01 00:00:00~2020-10-01 00:00:00~1~1~QC09~0~2~HD-C11~NULL~NULL~NULL~NULL
HD-C12~HD-C12~6810103~HD~Hướng dẫn Du lịch - C12~C12~C12~CĐ~6810103~CQ~K_DL~2019-09-30 00:00:00~2021-12-19 00:00:00~1~1~QC09~0~2~HD-C12~NULL~NULL~NULL~NULL
HD-C13~HD-C13~6810103~HD~Hướng dẫn du lịch - C13~C13~C13~CĐ~6810103~CQ~K_DL~2020-10-28 00:00:00~2022-12-19 00:00:00~1~1~QC09~0~2~HD-C13~NULL~NULL~NULL~NULL
HD-C14~HD-C14~6810103~HD~Hướng dẫn du lịch - C14~C14~C14~CĐ~6810103~CQ~K_DL~2021-10-04 00:00:00~2023-12-30 00:00:00~1~1~QC09~0~2~HD-C14~NULL~NULL~NULL~NULL
HD-C15~HD-C15~6810103~HD~Hướng dẫn du lich - C15~C15~C15~CĐ~6810103~CQ~K_DL~2022-10-03 00:00:00~2025-07-03 00:00:00~0~1~QC09~0~0~HD-C15~NULL~NULL~NULL~NULL
HDDL - K4~HD-C04~50510102~HD~HDDL - K4~CĐN_K4~C04~CĐN~50510102~CQ~K_DL~2011-10-12 00:00:00~2014-10-01 00:00:00~1~1~QC14~0~1~HD-C04~NULL~NULL~NULL~NULL
HDDL- K5~HD-C05~50510102~HD~HDDL- K5~CĐN_K5~C05~CĐN~50510102~CQ~K_DL~2012-10-01 00:00:00~2015-10-01 00:00:00~1~1~QC14~0~1~HD-C05~NULL~NULL~NULL~NULL
KS0-C12~KS0-C12~6810201~KS~Quản trị khách sạn 0- C12~C12~C12~CĐ~6810201~CQ~K_QTKS~2019-09-05 00:00:00~2021-09-06 00:00:00~1~1~QC09~0~1~KS0-C12~NULL~NULL~NULL~NULL
